Customer No,Customer Nationality,Customer Age,Account Opening Date,DC Spends,SALARY_FLAG,DR_FLAG,Bill Payment,CC Spends,Monthly Average Balance
187971,PHILIPPINES,54,28/01/2020,Active,Salary with Other Bank,No DR,Active Bill,Inactive CC,0
81757,PAKISTAN,49,15/03/2018,Active,Salary with Bank,Inactive DR,Inactive Bill,Active CC,2517.944516
159117,INDIA,26,16/05/2019,Active,Salary with Bank,No DR,Active Bill,No CC,596.3522581
412273,PHILIPPINES,67,20/06/2017,Inactive,No Salary,Inactive DR,Inactive Bill,No CC,0
98926,EGYPT,45,16/08/2020,Active,No Salary,Active DR,No Bill,Active CC,279.9403226
162793,PHILIPPINES,42,1/03/2018,No Spends,No Salary,Active DR,No Bill,No CC,0
454827,PHILIPPINES,61,12/04/2017,No Spends,Salary with Bank,No DR,No Bill,Active CC,0
346664,INDIA,66,21/06/2020,Inactive,No Salary,No DR,Active Bill,Active CC,202500.5497
323517,UNITED ARAB EMIRATES,74,25/04/2019,No Spends,Salary with Bank,No DR,Inactive Bill,No CC,663.8151613
267204,INDIA,63,4/10/2021,Inactive,Salary with Bank,No DR,Inactive Bill,Active CC,461.9654839
222680,BANGLADESH,37,20/07/2018,No Spends,Salary with Other Bank,Inactive DR,Inactive Bill,No CC,8.75
437209,BANGLADESH,42,1/04/2020,No Spends,Salary with Bank,Inactive DR,Inactive Bill,Active CC,0
366098,PHILIPPINES,75,30/09/2018,Inactive,No Salary,No DR,Active Bill,Inactive CC,412.4893548
359387,PHILIPPINES,34,12/02/2022,Active,Salary with Bank,No DR,Inactive Bill,No CC,0
47314,PHILIPPINES,70,30/04/2017,Active,Salary with Other Bank,No DR,Active Bill,Inactive CC,0
371868,PHILIPPINES,74,2/10/2020,No Spends,Salary with Other Bank,Active DR,Active Bill,Inactive CC,0
139934,PHILIPPINES,73,5/02/2018,Active,No Salary,Active DR,No Bill,No CC,0
336209,UNITED ARAB EMIRATES,33,31/12/2020,Inactive,No Salary,Active DR,No Bill,Active CC,558.0670968
246610,YEMEN,21,5/11/2021,Active,No Salary,Inactive DR,No Bill,Active CC,4738.10871
481474,PHILIPPINES,30,15/06/2019,No Spends,No Salary,Active DR,Active Bill,No CC,557.8625806
347554,UNITED ARAB EMIRATES,55,23/06/2019,No Spends,No Salary,No DR,Inactive Bill,Inactive CC,8226.181935
438184,MOROCCO,46,6/10/2017,Active,Salary with Bank,No DR,No Bill,No CC,0
33893,PAKISTAN,61,8/11/2021,Active,No Salary,Active DR,Active Bill,Active CC,3424.286452
213852,PHILIPPINES,52,22/08/2019,Active,No Salary,Active DR,No Bill,Active CC,3426.422258
486829,UGANDA,43,31/08/2017,No Spends,Salary with Other Bank,No DR,Inactive Bill,Inactive CC,0
452551,EGYPT,27,23/02/2017,No Spends,Salary with Bank,No DR,No Bill,Inactive CC,0
371421,INDIA,76,8/02/2021,Active,Salary with Bank,No DR,Active Bill,No CC,167.5796774
412999,FRANCE,43,30/08/2018,Inactive,No Salary,Active DR,No Bill,Active CC,6.343870968
146787,PHILIPPINES,61,20/02/2020,Active,Salary with Bank,Active DR,Inactive Bill,No CC,1352.026452
372399,PALESTINE,61,22/02/2020,Inactive,No Salary,No DR,No Bill,Active CC,1222.57129
88487,PAKISTAN,36,16/04/2018,No Spends,Salary with Other Bank,Active DR,Inactive Bill,No CC,87.76129032
329867,PHILIPPINES,58,14/03/2020,Active,No Salary,Active DR,Active Bill,Inactive CC,0
244538,PHILIPPINES,60,18/07/2021,Inactive,Salary with Other Bank,Active DR,Inactive Bill,Active CC,0
55015,PAKISTAN,27,12/12/2017,Inactive,No Salary,No DR,Inactive Bill,Inactive CC,1.87
2310,ZIMBABWE,49,14/05/2021,Inactive,Salary with Other Bank,No DR,No Bill,No CC,901.8745161
64957,PAKISTAN,52,31/10/2019,Inactive,Salary with Bank,Inactive DR,Inactive Bill,Inactive CC,0
167664,PHILIPPINES,61,17/11/2020,Inactive,Salary with Other Bank,Active DR,Active Bill,Active CC,4.664516129
444524,PHILIPPINES,48,26/05/2017,No Spends,Salary with Other Bank,Inactive DR,Inactive Bill,Inactive CC,1523.734194
158841,PHILIPPINES,62,11/11/2017,Active,Salary with Bank,Inactive DR,Inactive Bill,Inactive CC,3269.340323
467802,PHILIPPINES,40,23/03/2019,Inactive,Salary with Bank,Active DR,Active Bill,Active CC,1834.584516
268381,INDIA,66,17/08/2017,Active,Salary with Other Bank,Active DR,Inactive Bill,No CC,10110.87355
126038,BANGLADESH,43,8/07/2019,Inactive,No Salary,Active DR,Active Bill,No CC,132.5451613
68139,INDIA,37,5/09/2017,No Spends,No Salary,Inactive DR,Active Bill,Inactive CC,2194.91
411913,PHILIPPINES,41,15/11/2018,Inactive,No Salary,Inactive DR,No Bill,Active CC,670.8406452
22585,INDIA,50,10/07/2020,Active,No Salary,No DR,Inactive Bill,Active CC,1584.868065
227722,SAUDI ARABIA,74,24/05/2019,Inactive,Salary with Other Bank,Inactive DR,Inactive Bill,No CC,1.04
445273,UNITED ARAB EMIRATES,35,23/05/2021,No Spends,Salary with Bank,No DR,No Bill,No CC,68.46612903
96857,PHILIPPINES,75,30/08/2017,No Spends,No Salary,Active DR,Active Bill,Active CC,141.6129032
444055,INDIA,44,19/06/2020,No Spends,Salary with Other Bank,Inactive DR,No Bill,No CC,366.1187097
406964,INDIA,65,14/12/2019,Inactive,Salary with Other Bank,Active DR,Inactive Bill,Inactive CC,8453.676129
79503,PAKISTAN,35,28/12/2019,No Spends,Salary with Bank,Inactive DR,No Bill,Inactive CC,0
471267,INDIA,53,6/05/2020,Active,Salary with Other Bank,Active DR,No Bill,No CC,11385.69742
368887,SRI LANKA,66,30/01/2020,Inactive,Salary with Other Bank,No DR,Inactive Bill,No CC,11.95612903
319724,PAKISTAN,44,20/11/2019,Inactive,No Salary,Active DR,Active Bill,Inactive CC,0
346179,PHILIPPINES,49,29/12/2020,Active,No Salary,No DR,Inactive Bill,Active CC,2015.755484
303746,UNITED ARAB EMIRATES,41,3/08/2018,No Spends,Salary with Bank,Active DR,No Bill,Inactive CC,0.64
170236,INDIA,23,16/09/2018,Active,Salary with Other Bank,Active DR,Active Bill,No CC,0
452577,TOGO REPUBLIC,59,6/08/2017,Inactive,Salary with Bank,Active DR,Inactive Bill,No CC,0
421220,INDIA,35,28/02/2021,Inactive,Salary with Other Bank,Active DR,Inactive Bill,No CC,21.52935484
459661,INDIA,57,29/08/2020,Inactive,Salary with Other Bank,Inactive DR,No Bill,Active CC,4.66
1129,PHILIPPINES,27,12/11/2017,No Spends,Salary with Other Bank,Active DR,No Bill,Inactive CC,4472.803548
301745,INDIA,45,24/07/2017,Active,Salary with Other Bank,Active DR,Inactive Bill,Active CC,0
442466,INDIA,48,30/12/2021,Active,Salary with Bank,Inactive DR,No Bill,No CC,0
153883,PAKISTAN,56,13/07/2021,Active,Salary with Bank,Inactive DR,Inactive Bill,No CC,0
57241,SAUDI ARABIA,51,28/06/2017,Active,No Salary,No DR,No Bill,No CC,0
4105,INDIA,63,17/11/2019,No Spends,Salary with Bank,Inactive DR,Active Bill,Active CC,436.1741935
410423,INDIA,51,8/12/2021,Inactive,No Salary,Active DR,Active Bill,Active CC,0
413382,PHILIPPINES,42,28/09/2020,No Spends,Salary with Other Bank,Active DR,Inactive Bill,Inactive CC,0
13967,LEBANON,62,2/06/2017,No Spends,No Salary,Inactive DR,Active Bill,Inactive CC,802.78
72091,PHILIPPINES,56,8/05/2021,No Spends,Salary with Other Bank,No DR,Active Bill,Inactive CC,0
2429,INDIA,21,25/08/2018,No Spends,No Salary,Active DR,Inactive Bill,No CC,125.8877419
353494,PAKISTAN,72,15/10/2021,Active,Salary with Other Bank,Active DR,No Bill,Inactive CC,12363.59839
308196,INDIA,77,30/01/2018,Active,No Salary,Inactive DR,No Bill,Active CC,0
344588,INDIA,56,24/01/2018,Inactive,No Salary,No DR,No Bill,Active CC,5209.242258
338797,INDIA,70,24/12/2021,Active,Salary with Bank,Active DR,No Bill,No CC,700.7735484
78568,IRELAND,57,14/01/2018,Inactive,Salary with Other Bank,No DR,Inactive Bill,Active CC,0.5
340413,JORDAN,44,31/10/2020,No Spends,Salary with Other Bank,No DR,Active Bill,Inactive CC,10921.59226
327766,INDIA,62,19/04/2021,Inactive,No Salary,No DR,Active Bill,No CC,0
219514,UNITED ARAB EMIRATES,33,13/07/2021,Inactive,No Salary,No DR,Inactive Bill,No CC,0
492604,EGYPT,59,5/12/2021,No Spends,Salary with Bank,No DR,No Bill,Active CC,0
335932,INDIA,70,3/02/2019,No Spends,Salary with Other Bank,Active DR,Inactive Bill,Active CC,33.31032258
104265,EGYPT,36,5/10/2020,No Spends,Salary with Bank,No DR,Inactive Bill,Active CC,0
30090,PHILIPPINES,46,18/11/2019,Active,No Salary,Active DR,Inactive Bill,No CC,0.88
282478,PAKISTAN,51,12/03/2022,Active,Salary with Bank,Active DR,No Bill,No CC,127.5283871
94874,INDIA,72,22/06/2018,No Spends,Salary with Other Bank,Inactive DR,Active Bill,No CC,0.64516129
54825,INDIA,39,19/07/2019,No Spends,No Salary,No DR,No Bill,No CC,695.3596774
212983,EGYPT,62,19/08/2020,Active,No Salary,Inactive DR,No Bill,Active CC,0
223373,INDIA,34,8/04/2017,Active,Salary with Other Bank,Inactive DR,Active Bill,Active CC,0
111917,PAKISTAN,64,21/03/2019,Inactive,Salary with Bank,No DR,Inactive Bill,Active CC,0
449950,NETHERLANDS,50,16/06/2020,Inactive,Salary with Bank,Inactive DR,No Bill,Active CC,1.253225806
208376,INDIA,27,11/04/2019,Inactive,No Salary,No DR,Active Bill,No CC,0
141431,INDIA,67,29/12/2017,No Spends,Salary with Other Bank,No DR,Active Bill,No CC,195197.0039
230258,INDIA,64,9/10/2017,Inactive,Salary with Other Bank,No DR,Active Bill,No CC,5.901612903
450267,UNITED STATES,34,31/01/2020,No Spends,Salary with Bank,Inactive DR,Inactive Bill,No CC,17.15516129
370202,EGYPT,75,2/06/2019,Inactive,Salary with Bank,Inactive DR,Active Bill,Inactive CC,-2
336061,PHILIPPINES,42,13/01/2018,Active,No Salary,Inactive DR,Inactive Bill,No CC,66.15806452
288442,INDIA,31,9/10/2020,Inactive,Salary with Other Bank,Inactive DR,Active Bill,Active CC,0
210106,INDIA,43,27/03/2021,Active,Salary with Bank,Active DR,Active Bill,Active CC,461.0916129
119074,INDIA,37,28/08/2021,No Spends,Salary with Bank,Inactive DR,No Bill,Inactive CC,9506.843226
79880,PHILIPPINES,35,10/07/2017,No Spends,No Salary,No DR,Inactive Bill,No CC,102.3267742
1013,PAKISTAN,58,5/05/2017,Active,Salary with Other Bank,No DR,Active Bill,No CC,651.7541935
190251,INDIA,64,23/01/2020,No Spends,No Salary,No DR,No Bill,No CC,2253.158065
345380,BANGLADESH,28,7/01/2021,Active,No Salary,No DR,Inactive Bill,No CC,0
265431,PHILIPPINES,67,22/08/2019,No Spends,Salary with Bank,Active DR,Inactive Bill,Inactive CC,12205.73
35777,INDIA,57,7/08/2021,No Spends,Salary with Other Bank,Inactive DR,Active Bill,Active CC,0.45
1224,PHILIPPINES,53,29/07/2019,Inactive,Salary with Other Bank,Active DR,No Bill,Inactive CC,1.26
419389,INDIA,60,22/06/2020,Inactive,Salary with Bank,No DR,No Bill,Active CC,0
18879,INDIA,67,9/08/2020,Active,No Salary,Inactive DR,No Bill,No CC,2057.599032
472699,BANGLADESH,46,8/01/2022,Inactive,Salary with Bank,Active DR,No Bill,No CC,0
398030,INDIA,32,9/02/2018,No Spends,No Salary,Inactive DR,Inactive Bill,Active CC,0
441044,YEMEN,67,13/12/2018,Inactive,Salary with Bank,Inactive DR,Active Bill,No CC,0
58070,ALGERIA,29,22/08/2019,No Spends,No Salary,Active DR,Inactive Bill,Active CC,0
366496,PHILIPPINES,51,19/10/2020,Inactive,Salary with Other Bank,No DR,Inactive Bill,No CC,517.2977419
313214,IRAQ,60,3/07/2018,Inactive,Salary with Other Bank,Inactive DR,Inactive Bill,Inactive CC,0
460325,INDIA,31,16/05/2018,No Spends,Salary with Other Bank,Active DR,No Bill,Active CC,0
98862,IRAN,52,1/10/2021,Inactive,No Salary,No DR,Inactive Bill,No CC,230.3332258
486881,BANGLADESH,28,17/11/2018,No Spends,Salary with Other Bank,No DR,Inactive Bill,Active CC,0
74304,PHILIPPINES,72,30/12/2020,No Spends,Salary with Bank,Inactive DR,Active Bill,Active CC,2.1
193219,INDIA,63,26/06/2019,Inactive,Salary with Bank,No DR,Active Bill,Active CC,2679.412581
281907,INDIA,73,1/04/2017,Inactive,Salary with Bank,No DR,No Bill,No CC,143.6325806
372486,INDIA,38,1/05/2018,No Spends,No Salary,No DR,Active Bill,Inactive CC,32.19677419
56697,PAKISTAN,53,15/02/2019,Active,Salary with Bank,Inactive DR,Active Bill,No CC,0
461289,PHILIPPINES,50,8/12/2020,No Spends,No Salary,Active DR,Inactive Bill,Active CC,4882.057419
320304,PHILIPPINES,51,23/04/2021,Inactive,No Salary,Active DR,Inactive Bill,Inactive CC,11.98741935
411210,PHILIPPINES,40,29/09/2017,Inactive,Salary with Bank,No DR,Inactive Bill,Active CC,170.7277419
283933,KAZAKHSTAN,47,26/11/2018,Active,No Salary,Active DR,Active Bill,Inactive CC,149.0722581
263827,PHILIPPINES,24,24/01/2018,Inactive,No Salary,Active DR,No Bill,No CC,0
65171,INDIA,38,19/12/2020,Active,No Salary,Active DR,No Bill,Active CC,0
9331,INDIA,33,30/03/2021,No Spends,Salary with Other Bank,Inactive DR,Active Bill,No CC,100.59
165372,AUSTRALIA,49,1/03/2020,Active,Salary with Bank,Inactive DR,Active Bill,Inactive CC,15879.90581
335006,INDIA,77,5/08/2018,Active,Salary with Bank,No DR,Inactive Bill,Active CC,0
229152,SRI LANKA,21,30/08/2017,No Spends,Salary with Bank,Active DR,No Bill,Inactive CC,0
314858,TANZANIA,47,6/09/2021,Active,Salary with Bank,Active DR,Active Bill,No CC,0.43
628,ITALY,69,5/10/2017,Active,Salary with Bank,Active DR,Inactive Bill,No CC,260.3819355
440707,INDIA,75,17/05/2018,No Spends,Salary with Other Bank,Active DR,Inactive Bill,Inactive CC,0.08
8034,UNITED ARAB EMIRATES,26,31/03/2017,Active,Salary with Other Bank,Active DR,No Bill,No CC,60.50903226
6523,INDIA,35,23/04/2019,Inactive,Salary with Other Bank,Inactive DR,Inactive Bill,Active CC,4995.983548
193577,UGANDA,59,1/01/2020,Active,No Salary,No DR,Active Bill,Inactive CC,0
389895,INDIA,60,4/01/2020,Active,Salary with Other Bank,Active DR,Inactive Bill,No CC,224.4319355
14754,INDIA,29,17/05/2019,Active,Salary with Bank,Inactive DR,No Bill,Inactive CC,117.1503226
37396,PHILIPPINES,37,5/12/2021,Inactive,Salary with Other Bank,No DR,No Bill,Inactive CC,137.3641935
254145,PAKISTAN,28,16/04/2018,Active,No Salary,Active DR,Inactive Bill,No CC,1976.54129
74738,INDIA,77,17/06/2019,Inactive,No Salary,Inactive DR,No Bill,Inactive CC,0
193606,PHILIPPINES,40,13/05/2017,Inactive,No Salary,Active DR,Inactive Bill,Inactive CC,15.75
77239,PHILIPPINES,51,16/06/2020,Inactive,Salary with Other Bank,No DR,Inactive Bill,No CC,2764.670968
324657,MOROCCO,35,30/07/2021,Inactive,No Salary,Active DR,No Bill,Inactive CC,0
113485,UNITED ARAB EMIRATES,29,27/12/2019,No Spends,No Salary,Active DR,Inactive Bill,Active CC,340.0377419
53165,IRAQ,62,30/04/2017,Active,No Salary,Active DR,Inactive Bill,No CC,39562.97452
337459,PHILIPPINES,65,15/07/2019,No Spends,Salary with Other Bank,No DR,Inactive Bill,No CC,0
359468,PAKISTAN,57,1/06/2019,Active,Salary with Other Bank,Inactive DR,No Bill,Active CC,0
254448,PAKISTAN,25,14/02/2020,Inactive,Salary with Bank,Inactive DR,Inactive Bill,Active CC,3291.142903
206365,UNITED KINGDOM,25,11/06/2020,No Spends,Salary with Other Bank,No DR,Active Bill,Active CC,0.96
486087,INDIA,76,1/07/2019,No Spends,Salary with Other Bank,Active DR,No Bill,No CC,0
381346,EGYPT,48,19/04/2018,No Spends,No Salary,No DR,Inactive Bill,No CC,121.55
10005,INDIA,52,28/08/2021,Active,Salary with Bank,Active DR,No Bill,Active CC,8.125806452
152429,ALBANIA,30,10/06/2021,No Spends,Salary with Bank,Inactive DR,Active Bill,Active CC,15.75
280456,UNITED KINGDOM,38,5/07/2021,Inactive,No Salary,No DR,No Bill,No CC,129.7409677
300131,SOMALIA,72,21/09/2020,Inactive,No Salary,Active DR,Active Bill,Inactive CC,1896.155484
418961,UNITED ARAB EMIRATES,31,23/10/2017,Active,Salary with Other Bank,Active DR,Inactive Bill,Active CC,1525.864516
15483,INDIA,63,18/04/2017,No Spends,Salary with Other Bank,Inactive DR,Inactive Bill,Inactive CC,0.5
191732,AUSTRALIA,73,7/10/2021,Active,Salary with Bank,Active DR,Active Bill,Active CC,43082.92065
490107,INDIA,29,23/12/2017,Inactive,Salary with Bank,No DR,Inactive Bill,Active CC,1174.131935
179300,INDIA,75,15/07/2019,No Spends,Salary with Bank,No DR,No Bill,No CC,0
225293,UNITED ARAB EMIRATES,63,21/09/2019,Inactive,No Salary,Active DR,Inactive Bill,Active CC,3863.436774
81295,PAKISTAN,33,4/08/2021,Inactive,No Salary,Active DR,Inactive Bill,Active CC,0
144714,NEPAL,25,15/02/2022,No Spends,Salary with Bank,No DR,No Bill,Inactive CC,350.3490323
245024,THAILAND,28,19/10/2021,No Spends,Salary with Other Bank,Inactive DR,Active Bill,Active CC,50097.22258
63603,INDIA,42,4/01/2022,Active,Salary with Other Bank,No DR,Inactive Bill,No CC,0
361232,PHILIPPINES,56,6/07/2017,Inactive,Salary with Other Bank,Inactive DR,Inactive Bill,Active CC,0
483657,INDIA,63,6/01/2022,Active,Salary with Bank,No DR,Active Bill,No CC,15.95451613
139606,PAKISTAN,22,6/03/2022,No Spends,No Salary,Inactive DR,Inactive Bill,No CC,0
215804,PHILIPPINES,74,26/02/2022,Active,No Salary,Active DR,No Bill,Active CC,0
178768,INDIA,44,5/03/2019,No Spends,Salary with Bank,No DR,Active Bill,No CC,0
42200,INDIA,70,9/10/2018,Inactive,Salary with Other Bank,Active DR,No Bill,No CC,0
347553,PAKISTAN,59,21/11/2017,Inactive,No Salary,No DR,Active Bill,Inactive CC,0
11116,INDIA,65,14/03/2019,Active,No Salary,Active DR,Inactive Bill,Inactive CC,1197.08129
345733,PAKISTAN,50,8/11/2017,No Spends,No Salary,No DR,Inactive Bill,Active CC,0
434919,UNITED ARAB EMIRATES,60,19/10/2019,No Spends,Salary with Other Bank,No DR,Active Bill,No CC,35.08741935
498631,UGANDA,69,3/07/2018,Active,Salary with Other Bank,Inactive DR,No Bill,Inactive CC,0
97241,INDIA,65,17/07/2018,No Spends,No Salary,Active DR,Inactive Bill,Inactive CC,1253.994516
240840,INDIA,38,10/10/2020,Active,No Salary,Active DR,Active Bill,Inactive CC,0
31392,INDIA,37,16/02/2022,No Spends,No Salary,No DR,Active Bill,Active CC,5243.536452
444996,EGYPT,37,12/05/2017,No Spends,Salary with Bank,Active DR,Inactive Bill,No CC,2946.01129
310045,INDIA,32,25/02/2019,Inactive,Salary with Bank,Inactive DR,Inactive Bill,Active CC,0
162697,PAKISTAN,74,9/08/2020,Active,No Salary,Inactive DR,Active Bill,Inactive CC,0
132664,INDIA,51,12/12/2017,Active,Salary with Other Bank,Active DR,Active Bill,Active CC,5159.788065
170205,PHILIPPINES,71,10/12/2017,Inactive,Salary with Other Bank,Active DR,Active Bill,Inactive CC,6335.081935
318443,PAKISTAN,39,23/06/2021,Inactive,No Salary,Active DR,Active Bill,Active CC,0
170808,INDIA,61,3/03/2020,Active,Salary with Bank,Inactive DR,No Bill,No CC,0
16870,INDIA,59,26/12/2017,Active,Salary with Bank,Inactive DR,No Bill,No CC,3030.676774
310611,PHILIPPINES,23,8/07/2018,Active,Salary with Bank,Active DR,Active Bill,Inactive CC,0
496663,INDIA,50,26/04/2020,Active,Salary with Other Bank,Inactive DR,Inactive Bill,Active CC,253.9506452
329321,CHINA,43,5/06/2018,Inactive,Salary with Other Bank,No DR,No Bill,Active CC,0
742,UNITED ARAB EMIRATES,48,29/07/2019,Inactive,Salary with Other Bank,Active DR,No Bill,Inactive CC,381.1351613
105815,NEPAL,63,21/01/2022,No Spends,Salary with Other Bank,Inactive DR,No Bill,No CC,8.540322581
5418,PALESTINE,76,21/06/2018,Active,No Salary,No DR,Active Bill,No CC,42.49677419
491870,INDIA,76,22/09/2017,Inactive,Salary with Other Bank,Inactive DR,Active Bill,Inactive CC,13885.93
120932,INDIA,45,8/01/2022,Inactive,Salary with Bank,Inactive DR,Inactive Bill,No CC,221.0003226
81445,INDIA,22,18/07/2020,Active,Salary with Other Bank,Inactive DR,No Bill,Inactive CC,5117.623226
268021,LEBANON,63,13/07/2018,No Spends,Salary with Bank,Inactive DR,Inactive Bill,No CC,1061.219677
414088,INDIA,67,26/08/2020,Inactive,Salary with Other Bank,Active DR,No Bill,Inactive CC,39552.33
232036,INDIA,77,25/01/2018,No Spends,No Salary,No DR,No Bill,Active CC,34.48741935
378853,INDIA,22,3/09/2017,No Spends,No Salary,Active DR,Inactive Bill,Inactive CC,27.88096774
50892,KENYA,66,13/03/2022,No Spends,Salary with Bank,Inactive DR,Inactive Bill,Inactive CC,2057.085806
224735,ETHOPIA,56,17/04/2020,No Spends,No Salary,Inactive DR,Inactive Bill,Inactive CC,15.75
214529,PHILIPPINES,43,28/05/2018,Active,Salary with Bank,Inactive DR,Inactive Bill,Active CC,0
279144,SAUDI ARABIA,22,22/07/2018,No Spends,Salary with Bank,Inactive DR,No Bill,Active CC,0
334395,SRI LANKA,63,14/03/2021,Active,Salary with Bank,No DR,Inactive Bill,No CC,-9.47
302834,INDIA,74,5/12/2019,Active,Salary with Bank,Inactive DR,No Bill,Inactive CC,0
119465,INDIA,52,17/04/2020,Inactive,No Salary,Inactive DR,Inactive Bill,Active CC,28283.03677
254024,PHILIPPINES,23,20/04/2017,Inactive,No Salary,Active DR,Inactive Bill,No CC,0
346729,CANADA,31,23/01/2018,Active,Salary with Bank,No DR,Active Bill,No CC,5181.672581
457768,SAUDI ARABIA,28,30/01/2019,Inactive,No Salary,Inactive DR,No Bill,Active CC,605.803871
340427,PHILIPPINES,38,21/10/2019,Active,No Salary,No DR,Inactive Bill,No CC,0
312809,INDIA,74,13/11/2018,Active,Salary with Other Bank,Inactive DR,No Bill,Inactive CC,258.9180645
173601,INDIA,58,8/01/2022,Active,Salary with Bank,Active DR,Active Bill,No CC,89.93322581
307794,PHILIPPINES,56,8/08/2017,No Spends,Salary with Other Bank,Inactive DR,Active Bill,Active CC,1792.811935
351467,AFGHANISTAN,62,4/09/2019,No Spends,Salary with Bank,No DR,Active Bill,Active CC,1791.799032
59858,PAKISTAN,55,25/06/2021,Active,No Salary,Inactive DR,No Bill,Active CC,0
300677,PAKISTAN,36,30/03/2019,No Spends,Salary with Bank,No DR,Active Bill,Active CC,1.63
399574,INDIA,55,5/08/2019,Inactive,No Salary,No DR,No Bill,Inactive CC,4094.34
54531,INDIA,32,11/05/2018,Inactive,Salary with Bank,No DR,Inactive Bill,No CC,2366.579355
233014,COMOROS,47,18/09/2021,Active,No Salary,Active DR,No Bill,Inactive CC,136.2270968
64042,INDIA,38,14/04/2020,Inactive,No Salary,Inactive DR,No Bill,No CC,0.03
313597,PHILIPPINES,23,4/06/2021,Inactive,Salary with Bank,No DR,Active Bill,Inactive CC,5388.83871
335196,PHILIPPINES,41,16/05/2021,Active,Salary with Other Bank,Inactive DR,No Bill,No CC,0
431621,INDIA,35,5/11/2017,No Spends,Salary with Bank,Active DR,Inactive Bill,No CC,455.0709677
21055,PAKISTAN,30,30/09/2021,Inactive,No Salary,Inactive DR,No Bill,No CC,85.35
486917,PHILIPPINES,37,31/01/2017,Active,Salary with Bank,Active DR,No Bill,Active CC,180.7225806
62970,NEPAL,61,27/08/2021,Active,No Salary,Active DR,Active Bill,Active CC,4111.822903
74907,PHILIPPINES,75,3/08/2019,Active,Salary with Bank,Inactive DR,Active Bill,No CC,144.8035484
446634,INDIA,61,26/08/2018,Inactive,Salary with Bank,No DR,Active Bill,Active CC,287.956129
88415,INDIA,22,16/06/2018,Inactive,No Salary,Active DR,Active Bill,Inactive CC,0
221344,EGYPT,69,2/04/2019,Inactive,No Salary,No DR,No Bill,Inactive CC,0
256242,SYRIA,29,8/03/2020,Inactive,Salary with Other Bank,No DR,Inactive Bill,Inactive CC,2074.453548
406980,INDIA,39,24/06/2021,Inactive,Salary with Other Bank,Inactive DR,Inactive Bill,Inactive CC,77.21580645
156127,INDIA,36,25/09/2018,No Spends,Salary with Other Bank,Active DR,Active Bill,Active CC,3301.399032
439404,INDIA,36,21/06/2021,No Spends,Salary with Other Bank,Active DR,Active Bill,No CC,3407.424839
345510,KENYA,42,18/02/2020,Inactive,Salary with Bank,Active DR,Inactive Bill,No CC,373.7435484
482860,UGANDA,44,4/04/2020,No Spends,No Salary,No DR,Active Bill,Inactive CC,0
42393,PHILIPPINES,52,6/04/2017,Active,Salary with Other Bank,Active DR,Inactive Bill,No CC,0
240902,INDIA,28,30/01/2018,Active,Salary with Other Bank,No DR,No Bill,No CC,0
279520,INDIA,23,23/11/2017,Inactive,Salary with Bank,Active DR,No Bill,Active CC,1578.894839
17566,UNITED ARAB EMIRATES,74,17/04/2017,Active,No Salary,No DR,Active Bill,Active CC,16.65
251425,CAMEROON,29,1/04/2018,Inactive,Salary with Other Bank,Active DR,Inactive Bill,Active CC,2.138064516
201529,INDIA,77,19/09/2018,No Spends,No Salary,Active DR,Inactive Bill,No CC,6975.156452
179010,INDIA,50,10/09/2018,Active,Salary with Bank,Inactive DR,No Bill,Inactive CC,4301.429355
66965,INDIA,57,2/01/2020,Active,Salary with Other Bank,Active DR,No Bill,Active CC,205.3377419
152560,INDIA,22,8/02/2018,Active,Salary with Other Bank,No DR,Active Bill,No CC,0
268132,INDIA,44,15/06/2019,Inactive,Salary with Other Bank,No DR,Inactive Bill,Active CC,11.64903226
79628,INDIA,68,8/11/2020,Inactive,No Salary,Active DR,Active Bill,No CC,0
240676,PHILIPPINES,35,1/12/2017,Inactive,No Salary,Inactive DR,No Bill,No CC,0
